district_encoded,epi_week,mean_predicted,mean_temp,mean_humidity,mean_rainfall,mean_water,dominant_severity,cluster,risk_zone
18.0,31,5.053820079567611,36.046,43.91971428571428,2.12,10.446,1,0,Moderate Risk
18.0,32,23.356280559433927,36.12457142857143,43.854,8.016,10.136,2,3,Hotspot
18.0,33,24.687527139741448,36.24514285714285,40.75114285714285,2.8,10.815999999999999,3,3,Hotspot
18.0,34,6.389204953129751,35.89742857142857,40.830285714285715,3.29,6.09,1,0,Moderate Risk
18.0,35,5.647064173758926,34.75714285714285,44.23428571428572,5.886,9.176,1,0,Moderate Risk
18.0,36,17.09717936923934,33.85914285714286,44.86514285714286,16.915999999999997,22.802,2,3,Hotspot
18.0,37,18.445299817496807,34.809428571428576,35.675714285714285,0.066,16.982,2,0,Moderate Risk
18.0,38,5.458653903009394,33.88142857142857,32.18942857142857,0.158,0.22400000000000012,1,0,Moderate Risk
18.0,40,4.344170859819938,30.87657142857143,34.74942857142857,6.134,6.292,1,0,Moderate Risk
18.0,41,6.84744002115639,29.247142857142855,25.78857142857143,0.074,6.208,2,0,Moderate Risk
18.0,42,9.483366057602371,28.07371428571428,22.154285714285713,0.018,0.092,1,0,Moderate Risk
18.0,43,4.0652115465015495,26.383142857142854,20.401714285714284,0.026000000000000002,0.044,1,0,Moderate Risk
18.0,44,3.3600921480748873,25.168,26.339999999999996,0.6,0.626,0,0,Moderate Risk
18.0,45,3.423924721741513,22.557428571428574,24.8,0.041999999999999996,0.642,1,0,Moderate Risk
18.0,46,3.4735506724861325,20.71028571428571,35.442571428571426,3.6380000000000003,3.6800000000000006,1,1,Low Risk
18.0,47,3.10113043140876,19.78314285714286,32.435428571428574,0.026000000000000002,3.664,0,1,Low Risk
18.0,48,2.5620834411026987,18.792285714285715,36.05828571428572,35.39,35.416,0,1,Low Risk
18.0,49,2.2662582274766216,17.93285714285714,31.329428571428572,0.004,35.394,0,1,Low Risk
18.0,50,2.4461169119971244,15.199428571428573,49.77714285714286,6.234,6.238,0,1,Low Risk
18.0,51,2.238319084882675,15.366285714285715,35.00314285714286,0.0,6.234,0,1,Low Risk
19.0,1,2.2025997253079765,12.037142857142857,50.095,4.7775,5.027500000000002,0,1,Low Risk
19.0,2,2.016147303278305,11.36607142857143,48.45928571428571,6.387499999999999,11.165,0,1,Low Risk
19.0,3,1.9725583523408314,11.983142857142857,47.38914285714286,8.722,13.831999999999999,0,1,Low Risk
19.0,4,1.7276965501793398,12.183714285714286,58.58971428571429,15.657999999999998,24.380000000000003,0,1,Low Risk
19.0,5,1.397042012276546,13.631714285714287,51.41142857142857,12.395999999999999,28.054000000000002,0,1,Low Risk
19.0,6,1.7206070920200829,13.640571428571429,48.300000000000004,10.902,23.298,0,1,Low Risk
19.0,7,1.7111759575542695,16.208571428571428,54.49371428571428,7.540000000000001,18.442,0,1,Low Risk
19.0,8,1.5471377652653335,17.192,50.00485714285715,15.931999999999999,23.472,0,1,Low Risk
